timestamp,zone_id,zone_name,location_lat,location_lng,hourly_pedestrian_inflow,hourly_pedestrian_outflow,estimated_active_occupancy,density_percentage,risk_tier,avg_walking_velocity_kmh,bottleneck_triggered
2015-09-13T23:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,32328,37177,71840,89.8,CRITICAL,1.8,YES
2015-09-18T00:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,5625,4781,12500,25.0,LOW,4.8,NO
2015-09-18T00:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,4006,3405,8904,21.2,LOW,4.8,NO
2015-09-18T00:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,3937,3346,8750,25.0,LOW,4.8,NO
2015-09-18T00:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,7632,6487,16960,21.2,LOW,4.8,NO
2015-09-18T01:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,6187,5258,13750,27.5,LOW,4.8,NO
2015-09-18T01:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,4422,3758,9828,23.4,LOW,4.8,NO
2015-09-18T01:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,4331,3681,9625,27.5,LOW,4.8,NO
2015-09-18T01:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,8424,7160,18720,23.4,LOW,4.8,NO
2015-09-18T02:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,6750,5737,15000,30.0,LOW,4.8,NO
2015-09-18T02:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,4819,4096,10710,25.5,LOW,4.8,NO
2015-09-18T02:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,4725,4016,10500,30.0,LOW,4.8,NO
2015-09-18T02:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,9180,7803,20400,25.5,LOW,4.8,NO
2015-09-18T03:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,21105,17939,46900,93.8,CRITICAL,1.8,YES
2015-09-18T03:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,15063,12803,33474,79.7,HIGH,2.7,YES
2015-09-18T03:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,14773,12557,32830,93.8,CRITICAL,1.8,YES
2015-09-18T03:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,28692,24388,63760,79.7,HIGH,2.7,YES
2015-09-18T04:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,21937,18646,48750,97.5,CRITICAL,1.8,YES
2015-09-18T04:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,15668,13317,34818,82.9,CRITICAL,1.8,YES
2015-09-18T04:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15356,13052,34125,97.5,CRITICAL,1.8,YES
2015-09-18T04:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,29844,25367,66320,82.9,CRITICAL,1.8,YES
2015-09-18T05:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-18T05:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,16272,13831,36162,86.1,CRITICAL,1.8,YES
2015-09-18T05:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-18T05:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,30996,26346,68880,86.1,CRITICAL,1.8,YES
2015-09-18T06:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-18T06:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,16858,14329,37464,89.2,CRITICAL,1.8,YES
2015-09-18T06:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-18T06:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,32112,27295,71360,89.2,CRITICAL,1.8,YES
2015-09-18T07:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-18T07:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,17463,14843,38808,92.4,CRITICAL,1.8,YES
2015-09-18T07:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-18T07:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,33264,28274,73920,92.4,CRITICAL,1.8,YES
2015-09-18T08:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-18T08:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,18068,15357,40152,95.6,CRITICAL,1.8,YES
2015-09-18T08:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-18T08:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,34416,29253,76480,95.6,CRITICAL,1.8,YES
2015-09-18T09:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-18T09:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,18616,15823,41370,98.5,CRITICAL,1.8,YES
2015-09-18T09:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-18T09:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,35460,30141,78800,98.5,CRITICAL,1.8,YES
2015-09-18T10:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-18T10:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,18616,15823,41370,98.5,CRITICAL,1.8,YES
2015-09-18T10:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-18T10:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,35460,30141,78800,98.5,CRITICAL,1.8,YES
2015-09-18T11:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,18270,15529,40600,81.2,CRITICAL,1.8,YES
2015-09-18T11:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,13059,11100,29021,69.1,HIGH,2.7,NO
2015-09-18T11:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,12789,10870,28420,81.2,CRITICAL,1.8,YES
2015-09-18T11:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,24875,21143,55279,69.1,HIGH,2.7,NO
2015-09-18T12:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,17145,19716,38100,76.2,HIGH,2.7,YES
2015-09-18T12:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,12247,14084,27216,64.8,HIGH,2.7,NO
2015-09-18T12:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,12001,13801,26670,76.2,HIGH,2.7,YES
2015-09-18T12:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,23328,26827,51840,64.8,HIGH,2.7,NO
2015-09-18T13:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,16020,18423,35600,71.2,HIGH,2.7,YES
2015-09-18T13:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,11453,13170,25452,60.6,HIGH,2.7,NO
2015-09-18T13:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,11214,12896,24920,71.2,HIGH,2.7,YES
2015-09-18T13:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,21816,25088,48480,60.6,HIGH,2.7,NO
2015-09-18T14:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,14895,17129,33100,66.2,HIGH,2.7,NO
2015-09-18T14:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,10640,12235,23645,56.3,MODERATE,3.6,NO
2015-09-18T14:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,10426,11989,23170,66.2,HIGH,2.7,NO
2015-09-18T14:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,20267,23307,45039,56.3,MODERATE,3.6,NO
2015-09-18T15:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,13770,15835,30600,61.2,HIGH,2.7,NO
2015-09-18T15:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,9846,11322,21882,52.1,MODERATE,3.6,NO
2015-09-18T15:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,9639,11084,21420,61.2,HIGH,2.7,NO
2015-09-18T15:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,18756,21569,41680,52.1,MODERATE,3.6,NO
2015-09-18T16:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,12645,14541,28100,56.2,MODERATE,3.6,NO
2015-09-18T16:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,9034,10389,20076,47.8,MODERATE,3.6,NO
2015-09-18T16:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,8851,10178,19670,56.2,MODERATE,3.6,NO
2015-09-18T16:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,17208,19789,38240,47.8,MODERATE,3.6,NO
2015-09-18T17:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,15480,17802,34400,68.8,HIGH,2.7,NO
2015-09-18T17:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,11037,12692,24528,58.4,MODERATE,3.6,NO
2015-09-18T17:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,10835,12460,24079,68.8,HIGH,2.7,NO
2015-09-18T17:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,21024,24177,46720,58.4,MODERATE,3.6,NO
2015-09-18T18:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,14625,16818,32500,65.0,HIGH,2.7,NO
2015-09-18T18:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,10432,11996,23184,55.2,MODERATE,3.6,NO
2015-09-18T18:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,10237,11772,22750,65.0,HIGH,2.7,NO
2015-09-18T18:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,19872,22852,44160,55.2,MODERATE,3.6,NO
2015-09-18T19:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,13770,15835,30600,61.2,HIGH,2.7,NO
2015-09-18T19:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,9846,11322,21882,52.1,MODERATE,3.6,NO
2015-09-18T19:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,9639,11084,21420,61.2,HIGH,2.7,NO
2015-09-18T19:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,18756,21569,41680,52.1,MODERATE,3.6,NO
2015-09-18T20:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,12937,14877,28749,57.5,MODERATE,3.6,NO
2015-09-18T20:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,9242,10628,20538,48.9,MODERATE,3.6,NO
2015-09-18T20:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,9056,10414,20125,57.5,MODERATE,3.6,NO
2015-09-18T20:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,17604,20244,39120,48.9,MODERATE,3.6,NO
2015-09-18T21:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,12104,13919,26899,53.8,MODERATE,3.6,NO
2015-09-18T21:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,8637,9932,19194,45.7,MODERATE,3.6,NO
2015-09-18T21:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,8473,9743,18829,53.8,MODERATE,3.6,NO
2015-09-18T21:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,16452,18919,36560,45.7,MODERATE,3.6,NO
2015-09-18T22:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,18000,20700,40000,80.0,HIGH,2.7,YES
2015-09-18T22:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,12852,14779,28560,68.0,HIGH,2.7,NO
2015-09-18T22:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,12600,14489,28000,80.0,HIGH,2.7,YES
2015-09-18T22:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,24480,28151,54400,68.0,HIGH,2.7,NO
2015-09-18T23:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,18562,21346,41250,82.5,CRITICAL,1.8,YES
2015-09-18T23:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,13248,15235,29441,70.1,HIGH,2.7,YES
2015-09-18T23:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,12993,14941,28875,82.5,CRITICAL,1.8,YES
2015-09-18T23:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,25236,29021,56080,70.1,HIGH,2.7,YES
2015-09-25T00:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,4500,3825,10000,20.0,LOW,4.8,NO
2015-09-25T00:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,3213,2731,7140,17.0,LOW,4.8,NO
2015-09-25T00:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,3150,2677,7000,20.0,LOW,4.8,NO
2015-09-25T00:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,6120,5202,13600,17.0,LOW,4.8,NO
2015-09-25T01:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,4950,4207,11000,22.0,LOW,4.8,NO
2015-09-25T01:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,3534,3003,7854,18.7,LOW,4.8,NO
2015-09-25T01:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,3465,2945,7700,22.0,LOW,4.8,NO
2015-09-25T01:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,6732,5722,14960,18.7,LOW,4.8,NO
2015-09-25T02:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,5400,4590,12000,24.0,LOW,4.8,NO
2015-09-25T02:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,3855,3276,8568,20.4,LOW,4.8,NO
2015-09-25T02:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,3780,3213,8400,24.0,LOW,4.8,NO
2015-09-25T02:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,7343,6241,16319,20.4,LOW,4.8,NO
2015-09-25T03:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,16875,14343,37500,75.0,HIGH,2.7,YES
2015-09-25T03:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,12058,10249,26796,63.8,HIGH,2.7,NO
2015-09-25T03:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,11812,10040,26250,75.0,HIGH,2.7,YES
2015-09-25T03:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,22968,19522,51040,63.8,HIGH,2.7,NO
2015-09-25T04:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,17550,14917,39000,78.0,HIGH,2.7,YES
2015-09-25T04:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,12530,10650,27845,66.3,HIGH,2.7,NO
2015-09-25T04:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,12285,10442,27300,78.0,HIGH,2.7,YES
2015-09-25T04:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,23867,20286,53039,66.3,HIGH,2.7,NO
2015-09-25T05:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,18225,15491,40500,81.0,CRITICAL,1.8,YES
2015-09-25T05:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,13003,11052,28895,68.8,HIGH,2.7,NO
2015-09-25T05:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,12757,10843,28350,81.0,CRITICAL,1.8,YES
2015-09-25T05:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,24767,21051,55039,68.8,HIGH,2.7,NO
2015-09-25T06:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,18900,16065,42000,84.0,CRITICAL,1.8,YES
2015-09-25T06:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,13494,11469,29988,71.4,HIGH,2.7,YES
2015-09-25T06:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,13230,11245,29400,84.0,CRITICAL,1.8,YES
2015-09-25T06:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,25704,21848,57120,71.4,HIGH,2.7,YES
2015-09-25T07:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,19575,16638,43500,87.0,CRITICAL,1.8,YES
2015-09-25T07:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,13986,11888,31080,74.0,HIGH,2.7,YES
2015-09-25T07:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,13702,11646,30450,87.0,CRITICAL,1.8,YES
2015-09-25T07:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,26640,22644,59200,74.0,HIGH,2.7,YES
2015-09-25T08:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,20250,17212,45000,90.0,CRITICAL,1.8,YES
2015-09-25T08:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,14458,12289,32130,76.5,HIGH,2.7,YES
2015-09-25T08:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,14175,12048,31500,90.0,CRITICAL,1.8,YES
2015-09-25T08:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,27540,23409,61200,76.5,HIGH,2.7,YES
2015-09-25T09:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,20925,17786,46500,93.0,CRITICAL,1.8,YES
2015-09-25T09:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,14931,12691,33180,79.0,HIGH,2.7,YES
2015-09-25T09:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,14647,12449,32550,93.0,CRITICAL,1.8,YES
2015-09-25T09:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,28440,24174,63200,79.0,HIGH,2.7,YES
2015-09-25T10:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,21600,18360,48000,96.0,CRITICAL,1.8,YES
2015-09-25T10:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,15422,13108,34272,81.6,CRITICAL,1.8,YES
2015-09-25T10:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15120,12852,33600,96.0,CRITICAL,1.8,YES
2015-09-25T10:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,29375,24968,65279,81.6,CRITICAL,1.8,YES
2015-09-25T11:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,14625,12431,32500,65.0,HIGH,2.7,NO
2015-09-25T11:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,10432,8867,23184,55.2,MODERATE,3.6,NO
2015-09-25T11:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,10237,8701,22750,65.0,HIGH,2.7,NO
2015-09-25T11:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,19872,16891,44160,55.2,MODERATE,3.6,NO
2015-09-25T12:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,13725,15783,30500,61.0,HIGH,2.7,NO
2015-09-25T12:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,9809,11280,21798,51.9,MODERATE,3.6,NO
2015-09-25T12:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,9607,11048,21350,61.0,HIGH,2.7,NO
2015-09-25T12:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,18684,21486,41520,51.9,MODERATE,3.6,NO
2015-09-25T13:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,12824,14747,28499,57.0,MODERATE,3.6,NO
2015-09-25T13:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,9147,10519,20328,48.4,MODERATE,3.6,NO
2015-09-25T13:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,8977,10323,19950,57.0,MODERATE,3.6,NO
2015-09-25T13:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,17424,20037,38720,48.4,MODERATE,3.6,NO
2015-09-25T14:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,11925,13713,26500,53.0,MODERATE,3.6,NO
2015-09-25T14:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,8505,9780,18900,45.0,MODERATE,3.6,NO
2015-09-25T14:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,8347,9599,18550,53.0,MODERATE,3.6,NO
2015-09-25T14:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,16200,18630,36000,45.0,MODERATE,3.6,NO
2015-09-25T15:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,11025,12678,24500,49.0,MODERATE,3.6,NO
2015-09-25T15:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,7862,9041,17472,41.6,MODERATE,3.6,NO
2015-09-25T15:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,7717,8874,17150,49.0,MODERATE,3.6,NO
2015-09-25T15:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,14976,17222,33280,41.6,MODERATE,3.6,NO
2015-09-25T16:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,10125,11643,22500,45.0,MODERATE,3.6,NO
2015-09-25T16:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,7219,8301,16044,38.2,MODERATE,3.6,NO
2015-09-25T16:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,7087,8150,15750,45.0,MODERATE,3.6,NO
2015-09-25T16:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,13752,15814,30560,38.2,MODERATE,3.6,NO
2015-09-25T17:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,12375,14231,27500,55.0,MODERATE,3.6,NO
2015-09-25T17:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,8845,10171,19656,46.8,MODERATE,3.6,NO
2015-09-25T17:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,8662,9961,19250,55.0,MODERATE,3.6,NO
2015-09-25T17:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,16848,19375,37440,46.8,MODERATE,3.6,NO
2015-09-25T18:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,11700,13454,26000,52.0,MODERATE,3.6,NO
2015-09-25T18:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,8353,9605,18564,44.2,MODERATE,3.6,NO
2015-09-25T18:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,8190,9418,18200,52.0,MODERATE,3.6,NO
2015-09-25T18:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,15912,18298,35360,44.2,MODERATE,3.6,NO
2015-09-25T19:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,11025,12678,24500,49.0,MODERATE,3.6,NO
2015-09-25T19:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,7862,9041,17472,41.6,MODERATE,3.6,NO
2015-09-25T19:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,7717,8874,17150,49.0,MODERATE,3.6,NO
2015-09-25T19:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,14976,17222,33280,41.6,MODERATE,3.6,NO
2015-09-25T20:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,10350,11902,23000,46.0,MODERATE,3.6,NO
2015-09-25T20:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,7389,8497,16422,39.1,MODERATE,3.6,NO
2015-09-25T20:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,7245,8331,16100,46.0,MODERATE,3.6,NO
2015-09-25T20:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,14076,16187,31280,39.1,MODERATE,3.6,NO
2015-09-25T21:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,9675,11126,21500,43.0,MODERATE,3.6,NO
2015-09-25T21:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,6898,7932,15330,36.5,MODERATE,3.6,NO
2015-09-25T21:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,6772,7787,15050,43.0,MODERATE,3.6,NO
2015-09-25T21:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,13140,15110,29200,36.5,MODERATE,3.6,NO
2015-09-25T22:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,14400,16560,32000,64.0,HIGH,2.7,NO
2015-09-25T22:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,10281,11823,22848,54.4,MODERATE,3.6,NO
2015-09-25T22:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,10080,11592,22400,64.0,HIGH,2.7,NO
2015-09-25T22:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,19584,22521,43520,54.4,MODERATE,3.6,NO
2015-09-25T23:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,14850,17077,33000,66.0,HIGH,2.7,NO
2015-09-25T23:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,10602,12192,23562,56.1,MODERATE,3.6,NO
2015-09-25T23:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,10395,11954,23100,66.0,HIGH,2.7,NO
2015-09-25T23:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,20196,23225,44880,56.1,MODERATE,3.6,NO
